2022-07-01 06:50:31,159 INFO 7 [tracking] [user None] [ip 172.18.0.1] logger.py:41 - {"name": "/", "context": {"user_id": null, "path": "/", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "", "ip": "172.18.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.20 Safari/537.36", "host": "local.overhang.io", "referer": "", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {}, \"POST\": {}}", "time": "2022-07-01T06:50:31.158586+00:00", "event_type": "/", "event_source": "server", "page": null}
2022-07-01 06:50:44,377 INFO 20 [tracking] [user None] [ip 172.18.0.1] logger.py:41 - {"name": "/theming/asset/images/favicon.ico", "context": {"user_id": null, "path": "/theming/asset/images/favicon.ico", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "", "ip": "172.18.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.20 Safari/537.36", "host": "local.overhang.io", "referer": "http://apps.local.overhang.io/", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {}, \"POST\": {}}", "time": "2022-07-01T06:50:44.376980+00:00", "event_type": "/theming/asset/images/favicon.ico", "event_source": "server", "page": null}
2022-07-11 05:25:01,937 INFO 12 [tracking] [user None] [ip 172.19.0.1] logger.py:41 - {"name": "/", "context": {"user_id": null, "path": "/", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "", "ip": "172.19.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "0.0.0.0:8000", "referer": "", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {}, \"POST\": {}}", "time": "2022-07-11T05:25:01.937144+00:00", "event_type": "/", "event_source": "server", "page": null}
2022-07-11 05:26:13,990 INFO 12 [tracking] [user None] [ip 172.19.0.1] logger.py:41 - {"name": "/", "context": {"user_id": null, "path": "/", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "", "ip": "172.19.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "local.overhang.io:8000", "referer": "", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {}, \"POST\": {}}", "time": "2022-07-11T05:26:13.990521+00:00", "event_type": "/", "event_source": "server", "page": null}
2022-07-11 05:28:07,747 INFO 12 [tracking] [user None] [ip 172.19.0.1] logger.py:41 - {"name": "/", "context": {"user_id": null, "path": "/", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "", "ip": "172.19.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "preview.local.overhang.io:8000", "referer": "", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {}, \"POST\": {}}", "time": "2022-07-11T05:28:07.746866+00:00", "event_type": "/", "event_source": "server", "page": null}
2022-07-19 09:01:25,427 INFO 7 [tracking] [user None] [ip 172.18.0.1] logger.py:41 - {"name": "/", "context": {"user_id": null, "path": "/", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "", "ip": "172.18.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "local.overhang.io", "referer": "", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {}, \"POST\": {}}", "time": "2022-07-19T09:01:25.424424+00:00", "event_type": "/", "event_source": "server", "page": null}
2022-07-19 09:04:27,981 INFO 7 [tracking] [user None] [ip 172.18.0.1] logger.py:41 - {"name": "/oauth2/authorize", "context": {"user_id": null, "path": "/oauth2/authorize", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "f5779bc46edd4ac00c7946a04cb5883e", "ip": "172.18.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "local.overhang.io", "referer": "http://studio.local.overhang.io/", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {\"client_id\": [\"cms-sso\"], \"redirect_uri\": [\"http://studio.local.overhang.io/complete/edx-oauth2/?redirect_state=SknB7sNck3IY1YUu8upTBF8TFCuHsKba\"], \"state\": [\"SknB7sNck3IY1YUu8upTBF8TFCuHsKba\"], \"response_type\": [\"code\"], \"scope\": [\"user_id profile email\"]}, \"POST\": {}}", "time": "2022-07-19T09:04:27.981664+00:00", "event_type": "/oauth2/authorize", "event_source": "server", "page": null}
2022-07-19 09:04:40,028 INFO 7 [tracking] [user None] [ip 172.18.0.1] logger.py:41 - {"name": "/api/user/v1/account/login_session/", "context": {"user_id": null, "path": "/api/user/v1/account/login_session/", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "f5779bc46edd4ac00c7946a04cb5883e", "ip": "172.18.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "local.overhang.io", "referer": "http://local.overhang.io/login?next=/oauth2/authorize%3Fclient_id%3Dcms-sso%26redirect_uri%3Dhttp%253A%252F%252Fstudio.local.overhang.io%252Fcomplete%252Fedx-oauth2%252F%253Fredirect_state%253DSknB7sNck3IY1YUu8upTBF8TFCuHsKba%26state%3DSknB7sNck3IY1YUu8upTBF8TFCuHsKba%26response_type%3Dcode%26scope%3Duser_id%2Bprofile%2Bemail", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {}, \"POST\": {\"email\": [\"hijulien@qq.com\"], \"password\": \"********\"}}", "time": "2022-07-19T09:04:40.028203+00:00", "event_type": "/api/user/v1/account/login_session/", "event_source": "server", "page": null}
2022-07-19 09:04:40,713 INFO 20 [tracking] [user 4] [ip 172.18.0.1] logger.py:41 - {"name": "/enterprise/api/v1/enterprise-learner/", "context": {"user_id": 4, "path": "/enterprise/api/v1/enterprise-learner/", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "julien", "session": "e519aaafc782d9469032137507c598f2", "ip": "172.18.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "local.overhang.io", "referer": "http://local.overhang.io/login?next=/oauth2/authorize%3Fclient_id%3Dcms-sso%26redirect_uri%3Dhttp%253A%252F%252Fstudio.local.overhang.io%252Fcomplete%252Fedx-oauth2%252F%253Fredirect_state%253DSknB7sNck3IY1YUu8upTBF8TFCuHsKba%26state%3DSknB7sNck3IY1YUu8upTBF8TFCuHsKba%26response_type%3Dcode%26scope%3Duser_id%2Bprofile%2Bemail", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {\"username\": [\"julien\"]}, \"POST\": {}}", "time": "2022-07-19T09:04:40.713026+00:00", "event_type": "/enterprise/api/v1/enterprise-learner/", "event_source": "server", "page": null}
2022-07-19 09:04:40,880 INFO 7 [tracking] [user 4] [ip 172.18.0.1] logger.py:41 - {"name": "/oauth2/authorize", "context": {"user_id": 4, "path": "/oauth2/authorize", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "julien", "session": "e519aaafc782d9469032137507c598f2", "ip": "172.18.0.1", "agent": "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36", "host": "local.overhang.io", "referer": "http://local.overhang.io/login?next=/oauth2/authorize%3Fclient_id%3Dcms-sso%26redirect_uri%3Dhttp%253A%252F%252Fstudio.local.overhang.io%252Fcomplete%252Fedx-oauth2%252F%253Fredirect_state%253DSknB7sNck3IY1YUu8upTBF8TFCuHsKba%26state%3DSknB7sNck3IY1YUu8upTBF8TFCuHsKba%26response_type%3Dcode%26scope%3Duser_id%2Bprofile%2Bemail", "accept_language": "en-US,en;q=0.9", "event": "{\"GET\": {\"client_id\": [\"cms-sso\"], \"redirect_uri\": [\"http://studio.local.overhang.io/complete/edx-oauth2/?redirect_state=SknB7sNck3IY1YUu8upTBF8TFCuHsKba\"], \"state\": [\"SknB7sNck3IY1YUu8upTBF8TFCuHsKba\"], \"response_type\": [\"code\"], \"scope\": [\"user_id profile email\"]}, \"POST\": {}}", "time": "2022-07-19T09:04:40.880563+00:00", "event_type": "/oauth2/authorize", "event_source": "server", "page": null}
2022-07-19 09:04:41,071 INFO 20 [tracking] [user None] [ip 172.18.0.8] logger.py:41 - {"name": "/oauth2/access_token", "context": {"user_id": null, "path": "/oauth2/access_token", "course_id": "", "org_id": "", "enterprise_uuid": ""}, "username": "", "session": "", "ip": "172.18.0.8", "agent": "python-requests/2.26.0", "host": "lms:8000", "referer": "", "accept_language": "", "event": "{\"GET\": {}, \"POST\": {\"grant_type\": [\"authorization_code\"], \"code\": [\"gW43ANHvyYPN6dN1igZBXxzID0anlp\"], \"client_id\": [\"cms-sso\"], \"client_secret\": [\"SIu1FNJpbkHav4YBXWyNaXnU\"], \"redirect_uri\": [\"http://studio.local.overhang.io/complete/edx-oauth2/?redirect_state=SknB7sNck3IY1YUu8upTBF8TFCuHsKba\"], \"token_type\": [\"jwt\"]}}", "time": "2022-07-19T09:04:41.070617+00:00", "event_type": "/oauth2/access_token", "event_source": "server", "page": null}
